site_code,trt,year_trt,avg_richness,avg_richness2,avg_invsimpsons2,avg_shannons,avg_evenness_Sh,beta_invsimpsons,gamma_richness,log_spp_stab_cover,log_spp_asynch_cover,log_spatial_asynch_prod,log_alpha_stab_prod,log_gamma_stab_prod,temp_mean,temp_sd,TEMP_VAR_v2,MAP_VAR_v2,res_log_spatial_asynch_prod,res_log_alpha_stab_prod,res_log_gamma_stab_prod,resGamma_prod
yarra.au,Control,4,5.25,2.392317423,1.094826,2.723074869,0.596484923,1.042635354,8.25,0.702175092,1.037493154,0.042957711,0.362342065,0.405299776,281,49.33759781,465.034015,33.15991489,-0.191980433,-0.365723657,-0.581993055,-0.404164595
yarra.au,Fertilized,4,4.75,2.247927513,0.990085177,2.446387984,0.544452116,0.952598915,6.25,0.178235302,0.873894513,0.05181923,0.534103703,0.585922934,256.25,89.48076762,465.034015,33.15991489,-0.097159835,-0.186980276,-0.337835652,-0.207821476
bogong.au,Control,5,18.06666667,4.175258446,1.749010074,5.781136849,0.602154755,1.043612754,22.4,0.985431128,0.978167286,0.334205833,1.090609847,1.424815681,285.8,40.11273444,489.9922677,26.48821526,0.075958829,0.368777604,0.440361564,0.306109198
bogong.au,Fertilized,5,17.86666667,4.159198595,2.105686368,7.032813565,0.666421676,1.430814182,25.2,1.031218361,0.985382839,0.023059447,1.167982971,1.191042418,295.8,39.37308064,489.9922677,26.48821526,-0.178755554,0.436233423,0.249853041,0.086749161
burrawan.au,Control,5,9.066666667,3.180572246,1.274807861,3.409136841,0.543569534,1.029395582,14.4,0.535911044,0.592036451,0.238658701,0.601664912,0.840323613,279.4,90.44093199,497.4823015,41.48761273,0.031092083,-0.123614093,-0.135727652,-0.115879052
burrawan.au,Fertilized,5,9.2,3.201633861,1.571780364,4.078691237,0.584081922,1.198050257,14,0.278252988,0.495855661,0.40767404,0.408816123,0.816490163,310.6,143.2221988,497.4823015,41.48761273,0.304419563,-0.281406092,-0.074587307,-0.13605361
cbgb.us,Fertilized,5,7.266666667,2.861293729,1.344260522,3.498515511,0.607738518,2.400086808,15.8,0.396063237,1.314712603,0.325082737,0.957062995,1.282145733,419.8,75.86857499,1122.075674,46.25499319,0.172789814,0.242816469,0.386394309,0.393104655
cbgb.us,Control,5,8.4,3.070389328,1.623574113,4.185169681,0.643923993,1.164073644,19.4,0.593244391,1.123485651,0.613651101,0.897057302,1.510708403,352.4,63.30959211,1122.075674,46.25499319,0.265987439,0.057866118,0.313570011,0.59182233
cdcr.us,Control,5,10.2,3.350497247,2.140319862,5.729039039,0.745757127,1.250740023,17,0.453928375,0.808640811,0.327909567,0.487212158,0.815121725,307.1,86.8866366,1215.737934,53.0748237,-0.070178667,-0.406174529,-0.472446366,-0.134098787
cdcr.us,Fertilized,5,5.533333333,2.468148836,1.598617063,3.620808355,0.746755233,1.150784684,11.8,0.481960315,0.847056681,0.049494201,0.60678925,0.65628345,335.9,88.92528295,1215.737934,53.0748237,-0.114626783,-0.129015412,-0.241052489,-0.13921048
cdpt.us,Control,5,10.8,3.432959407,2.081955186,5.58131552,0.716365313,1.24911018,19.2,0.760109106,0.943302579,0.138723978,0.572150625,0.710874603,239.348,43.57601457,1006.799906,63.28145436,-0.143394705,-0.220719206,-0.384857079,-0.25800956
cdpt.us,Fertilized,5,9.133333333,3.191141487,1.807392494,4.562210994,0.693408231,1.251863869,16.6,0.32318686,1.449639916,0.205196451,0.272610833,0.477807284,250.324,42.51807599,1006.799906,63.28145436,0.069054789,-0.360237851,-0.340576236,-0.453146055
chilcas.ar,Control,5,9.6,3.263034406,1.692591006,4.457994977,0.482713898,0.902080531,20.6,0.595931727,1.497308402,0.288998789,0.769002482,1.058001271,336.6,41.49841162,497.6117157,25.5935827,0.02750181,0.048594512,0.074713996,0.076446769
chilcas.ar,Fertilized,5,5,2.321928095,0.4515214,1.77674536,0.230996943,0.946945332,10.6,1.318429115,0.628843039,1.005766979,0.983272303,1.989039282,320.5,45.72339638,497.6117157,25.5935827,0.795738549,0.251154082,1.046174759,1.125749321
comp.pt,Control,5,19.6,4.292781749,2.753834856,10.01311513,0.73530895,1.299932048,30.8,0.141227131,0.971230292,0.194821911,0.526823065,0.721644976,407.2,133.8670364,515.6740189,63.04059138,0.005028883,-0.202530558,-0.24121208,-0.393440618
comp.pt,Fertilized,5,14.46666667,3.854660637,2.461510472,7.630089858,0.736381368,1.37968862,23,-0.255780299,1.492377561,0.043572511,0.502668345,0.546240856,422.4,122.6525389,515.6740189,63.04059138,-0.049020509,-0.126176676,-0.271763723,-0.492409091
cowi.ca,Control,5,4.8,2.263034406,0.466770891,1.801351462,0.364846522,1.007818067,7.6,0.900860326,0.398212762,0.058755511,0.784417671,0.843173183,191,52.10184391,487.9430797,64.8927335,-0.13512226,0.050541654,-0.124175528,0.014329883
cowi.ca,Fertilized,5,3.6,1.847996907,0.238265943,1.392553412,0.250126619,1.000796379,5,1.688777209,0.515958035,0.007995531,0.535709218,0.543704748,299,32.97363589,487.9430797,64.8927335,-0.090904156,-0.095272672,-0.272641976,-0.233653421
elliot.us,Control,5,10.46666667,3.387730153,2.010758276,5.282395904,0.68988937,1.111306846,16.6,0.198362361,0.481943684,0.242706871,0.856177813,1.098884684,522.8,264.7783169,389.3066499,91.63145081,-0.044204529,0.093533481,0.113637455,0.133084857
elliot.us,Fertilized,5,7.066666667,2.821029859,1.605814831,3.770274734,0.723177424,1.350351735,12.8,0.016520216,0.565528034,0.039939026,0.787457191,0.827396217,441,246.4099533,389.3066499,91.63145081,-0.278924472,0.195722871,0.078778794,-0.033768529
frue.ch,Fertilized,5,11.2,3.485426827,2.55057836,7.257757165,0.805345983,1.185017906,14.2,0.209622989,1.643452492,0.03154641,1.218395922,1.249942332,495,77.59339294,625.5573169,22.73913361,-0.209045324,0.503405556,0.313253522,0.288014163
frue.ch,Control,5,13.53333333,3.758445322,2.806402727,8.867493915,0.840424283,1.13723189,17.8,0.372425966,1.239969849,0.036027345,1.024781356,1.060808701,504.8,100.6618114,625.5573169,22.73913361,-0.235836957,0.315486744,0.087188078,0.057711523
hall.us,Control,5,5.733333333,2.519374159,1.31292397,3.140740699,0.713012743,1.229128515,9,0.160794762,1.47291611,0.21157583,0.517278084,0.728853914,263,51.33861302,871.4106986,15.0867811,-0.144833306,-0.218153618,-0.309235176,-0.081654374
hall.us,Fertilized,5,5.4,2.432959407,0.975325672,2.57580027,0.46321669,1.13784211,8.6,0.306540764,2.128692878,0.559425037,0.610778991,1.170204028,313.8,27.48175138,871.4106986,15.0867811,0.209864455,-0.123546114,0.209926306,0.329574252
hart.us,Fertilized,5,8.533333333,3.093109404,1.725121443,4.46041858,0.690971215,1.008629546,12.8,0.359864205,0.873349741,0.141843785,-0.195899546,-0.054055761,151.7,44.1985039,747.4471651,25.01022566,-0.083730597,-0.896825777,-0.978002244,-0.968390148
hart.us,Control,5,8.4,3.070389328,2.089719649,5.469716404,0.774414787,1.062420664,13.4,0.215977977,0.90322917,0.021421776,-0.083463275,-0.062041499,96.2,31.41301226,747.4471651,25.01022566,-0.252845753,-0.799650399,-1.051362462,-0.957336799
hero.uk,Control,5,15.46666667,3.9510904,2.138915035,6.619032084,0.690899177,1.100203077,21,0.409967895,1.476656347,0.103473645,0.719808521,0.823282166,458,69.42485481,469.0680283,16.96544607,-0.205274675,-0.002590936,-0.17038296,-0.24037097
hero.uk,Fertilized,5,14.93333333,3.900464326,2.173596635,6.725602117,0.697677859,1.289056361,21.2,0.223933912,1.670042421,0.289399783,0.739914598,1.029314381,447.4,67.32130244,469.0680283,16.96544607,-0.013949468,-0.022727692,0.053492356,-0.024303329
hopl.us,Fertilized,5,12.06666667,3.592955291,2.335669897,6.549398082,0.712997803,1.521496334,22.6,-0.268164277,1.539705291,0.037371598,0.390888342,0.42825994,449.4,126.0113959,538.8322225,91.42926786,-0.276929278,-0.157797573,-0.293916405,-0.569075478
hopl.us,Control,5,18.13333333,4.180572246,2.859427056,10.04997519,0.778728738,1.549760189,32.2,-0.190287217,1.189010065,0.106995073,0.730158516,0.837153589,464.8,171.2088844,538.8322225,91.42926786,-0.15987122,-0.005174369,-0.109327357,-0.250555679
jena.de,Control,5,18.26666667,4.191141487,2.155725849,6.703427173,0.652989949,1.29221635,26,0.422714475,1.40255465,0.038205343,0.555867845,0.594073187,490.4,79.0398582,667.8542884,20.43567062,-0.248154005,-0.153110777,-0.383402294,-0.518207021
jena.de,Fertilized,5,16.53333333,4.047305715,2.028716226,6.027931823,0.624345171,1.117311717,23.2,0.444121978,0.968816143,0.091827938,1.397849367,1.489677305,539.6,131.3532164,667.8542884,20.43567062,-0.175433118,0.681288184,0.548373086,0.397248831
kilp.fi,Control,5,21.93333333,4.455053178,2.914322954,12.22330982,0.807892403,1.147308546,32.6,0.821341109,1.292650968,0.588415418,1.298159233,1.886574651,208.2,25.14117851,857.6129717,32.99313095,0.320854789,0.560536898,0.862947529,0.756372604
kilp.fi,Fertilized,5,19.93333333,4.317111079,2.628171545,9.689287684,0.737631533,1.298961641,30.8,0.289501202,1.17048098,0.169300265,1.267214269,1.436514534,256,59.45354566,857.6129717,32.99313095,-0.001744905,0.581700363,0.535517098,0.317615042
kiny.au,Fertilized,5,8.8,3.137503524,1.35478594,3.598754065,0.525740291,1.153379601,14,-0.160775528,1.203354738,0.013307891,0.042407596,0.055715486,192.6,67.90001732,517.3570778,21.82745628,-0.234347546,-0.694758804,-0.896376023,-0.896215625
kiny.au,Control,5,9,3.169925001,1.246522353,3.526415063,0.490022703,1.446908734,16,-0.14214821,1.149294479,0.02291946,-0.250702507,-0.227783047,169.7,61.98459605,517.3570778,21.82745628,-0.254966833,-0.967260724,-1.209190417,-1.191813342
koffler.ca,Control,5,8.4,3.070389328,1.868412876,4.821692581,0.736306892,1.200129991,13.2,0.273522809,0.560829806,0.844906953,1.523104439,2.368011393,345.7,150.0875412,1032.429739,20.41847127,0.455681814,0.733068862,1.233930608,1.465826758
koffler.ca,Fertilized,5,6.8,2.765534746,1.450668623,3.670341675,0.682403947,1.223307651,10.2,0.245108251,0.977018535,0.222734313,0.925321777,1.14805609,472.48,139.1939984,1032.429739,20.41847127,-0.087466572,0.172450412,0.185804939,0.289177363
konz.us,Fertilized,5,13.33333333,3.736965594,2.141394355,6.270866548,0.704070694,1.431478104,21.4,0.382305788,0.830881215,0.056732588,0.928528297,0.985260885,561.2,166.8158226,1031.291123,51.04337179,-0.069822758,0.256769905,0.123027074,-0.038749072
konz.us,Control,5,15.13333333,3.919657892,2.106908217,6.654562485,0.69892458,1.144965305,22.8,0.697596278,1.314608453,0.144598104,1.12816312,1.272761224,580.4,77.59576026,1031.291123,51.04337179,-0.14960359,0.329248639,0.153531359,0.216028841
marc.ar,Fertilized,5,12,3.584962501,2.230466179,6.456539294,0.734841025,1.404059714,20.2,-0.140056072,1.754639029,0.196167496,0.993818741,1.189986238,359,71.43153449,464.925876,19.90021469,-0.072783251,0.237723513,0.222987086,0.19799065
marc.ar,Control,5,11.53333333,3.527737632,1.607711533,4.584742328,0.587989346,1.341545881,20.6,-0.128600201,1.505846109,0.60200093,0.808244577,1.410245507,324.4,81.83715958,464.925876,19.90021469,0.308946082,0.084207056,0.416866456,0.401659607
mtca.au,Fertilized,5,9.8,3.292781749,2.05849221,5.495034746,0.739846938,1.40179354,15.4,0.145415146,1.556869642,0.122714788,0.764222976,0.886937764,234.6,42.7597461,534.3282043,50.66807846,0.042734269,0.107024699,0.03128262,-0.053307579
mtca.au,Control,5,14.13333333,3.821029859,2.154513684,6.825168157,0.704301263,1.471711738,23.6,0.166734564,1.027710014,0.175472253,0.584945863,0.760418117,176.6,53.48721803,534.3282043,50.66807846,-0.014483224,-0.138422367,-0.205273729,-0.278179007
ping.au,Fertilized,5,6.066666667,2.600904045,1.02603056,2.682352946,0.495134026,1.315637379,9.2,-0.182031896,2.87928103,0.112089334,0.502010085,0.614099419,275.2,18.54590429,506.6263425,64.02326097,0.016325135,-0.126448358,-0.202078684,-0.249985883
ping.au,Control,5,7.333333333,2.874469118,1.607554836,3.930042704,0.635229751,1.421866573,10.8,-0.003119236,1.520654719,0.161121462,0.752530281,0.913651743,233.4,51.17331665,506.6263425,64.02326097,-0.03019282,0.021674218,-0.050346982,0.027287887
rook.uk,Fertilized,5,7.933333333,2.987927168,1.419335536,3.555808329,0.615275364,1.211881022,12,0.520780402,1.291851453,0.384392986,0.819720697,1.204113683,323.4,52.78663809,470.8669807,16.82814576,0.079382675,0.057229793,0.228163605,0.294398422
rook.uk,Control,5,9.466666667,3.242856524,1.748860165,4.417898899,0.660531089,1.211985479,12.6,0.416689764,0.93586931,0.057436721,0.539961535,0.597398256,330,85.33063898,470.8669807,16.82814576,-0.251881366,-0.182079284,-0.395881037,-0.34849822
saana.fi,Fertilized,5,15.13333333,3.919657892,3.06377538,10.25570846,0.852616255,1.227219093,23.4,0.249933307,0.931468132,0.126915202,1.181852638,1.30876784,415.8,127.587568,908.2325491,35.55199704,-0.034059979,0.496373705,0.412185369,0.279820601
saana.fi,Control,5,22.93333333,4.519374159,3.501170756,14.86418881,0.859772077,1.195242709,37.2,0.720112507,0.901687821,0.552179294,0.647371795,1.199551088,338.8,66.92747932,908.2325491,35.55199704,0.277009192,-0.10402572,0.152387173,0.067534978
sage.us,Control,5,12.53333333,3.647698256,2.501850705,7.575877469,0.791313522,1.66789541,24.6,0.367598901,1.19610633,0.719470702,1.001720766,1.721191467,203.4,42.58360214,688.3559399,73.81981124,0.510023663,0.275583215,0.765599061,0.728487991
sage.us,Fertilized,5,12.53333333,3.647698256,2.650772612,8.051858705,0.82250317,1.799457141,25.8,0.39221959,1.247582796,0.222127753,1.164281626,1.386409379,220.8,42.83925812,688.3559399,73.81981124,0.071230228,0.590082955,0.6201194,0.399344522
saline.us,Fertilized,5,9.733333333,3.282933963,1.797294373,4.725214512,0.686169822,1.386172898,19.8,-0.113050517,1.373448439,0.06089307,0.771716575,0.832609646,500.8,141.9974212,1034.828623,53.31504117,-0.065106837,0.104943868,-0.022821993,-0.115626002
saline.us,Control,5,10.66666667,3.415037499,1.982210762,5.395426078,0.712574727,1.869577799,21,0.217748409,1.664023924,0.233386889,1.038493235,1.271880123,443.6,67.5691098,1034.828623,53.31504117,-0.060756077,0.237420622,0.151013216,0.305429447
sedg.us,Fertilized,5,5.2,2.378511623,0.893715695,2.387638692,0.437650536,1.145547441,8.8,0.453284004,0.50530624,0.710515108,1.290085862,2.00060097,280.8,107.668001,426.8089893,95.92791963,0.335720533,0.722743603,1.274083046,1.164824213
sedg.us,Control,5,6.666666667,2.736965594,1.170375768,2.891712657,0.513359022,1.132777257,11,0.315700131,0.738800272,0.360518525,1.154207107,1.514725632,223.1,77.72054977,426.8089893,95.92791963,0.058724895,0.399286967,0.544938536,0.630257724
sevi.us,Fertilized,5,6.533333333,2.707819249,1.783628797,4.231752108,0.629162381,1.236784269,11.8,-0.217320961,0.923838062,0.023047102,-0.151528619,-0.128481517,117.264,57.85331194,846.8259766,66.06919852,-0.100298588,-0.748690323,-0.921032968,-0.986941876
sevi.us,Control,5,7.266666667,2.861293729,1.887951037,4.657660628,0.693851883,1.099554031,12.8,-0.037342916,0.86435313,0.015057389,0.040754628,0.055812017,92.626,40.51043785,846.8259766,66.06919852,-0.211725807,-0.704542941,-0.948029414,-0.817661059
sgs.us,Fertilized,5,7.4,2.887525271,1.721709249,4.194843023,0.696240915,1.038088864,11.6,0.185375565,0.936230189,0.043788486,-0.080280124,-0.036491638,276,89.90873608,879.6653724,58.78775076,-0.062564204,-0.700353013,-0.854925176,-0.914097622
sgs.us,Control,5,6.533333333,2.707819249,1.254291584,3.0699114,0.595606884,1.205627474,11.6,0.511191802,0.904953982,0.03459122,0.579618539,0.614209759,279.6,67.84422215,879.6653724,58.78775076,-0.196972479,-0.171208903,-0.407832578,-0.25031693
shps.us,Fertilized,5,12.06666667,3.592955291,1.941864881,5.532393538,0.673162276,1.194525221,19.8,0.251848826,0.699897623,0.23899372,0.5247514,0.76374512,211.1,81.49857258,970.1533487,41.10188875,0.097345185,-0.157829555,-0.121702225,-0.240791962
shps.us,Control,5,15.53333333,3.957295549,2.438095071,8.244960339,0.759876673,1.083187761,27.6,0.766666641,0.677802829,0.383739204,0.600967534,0.984706738,134,31.60673813,970.1533487,41.10188875,0.100356363,-0.171670652,-0.096365118,-0.067556123
sier.us,Fertilized,5,9.4,3.232660757,1.939290633,5.112214691,0.706501049,1.314916853,18.4,0.168736865,1.321741915,0.247706197,0.440432681,0.688138878,396.6,89.34001076,665.1720015,86.5282909,-0.013416162,-0.10200442,-0.037881916,-0.247672654
sier.us,Control,5,8.266666667,3.047305715,1.815091755,4.399209585,0.683492279,1.692443969,17.2,0.053767681,1.059251726,0.191560106,0.597484306,0.789044412,379.8,124.7891348,665.1720015,86.5282909,-0.056009721,-0.131590263,-0.15796108,-0.118671303
smith.us,Control,5,19.6,4.292781749,2.820638383,10.44870417,0.778373049,1.379395993,28.2,0.357575583,0.961603436,0.050814427,0.627902376,0.678716802,200.47,53.59659771,474.7503427,38.69810191,-0.166012334,-0.100142568,-0.303621609,-0.42858345
smith.us,Fertilized,5,17.8,4.153805336,2.518802528,8.42931963,0.729147058,1.278493709,25.6,0.075752671,1.118053044,0.018162495,0.517709867,0.535872362,278.25,84.32802679,474.7503427,38.69810191,-0.097895259,-0.185989365,-0.368108034,-0.556142555
spin.us,Fertilized,5,6.4,2.678071905,1.66117364,3.904885313,0.733267071,1.227353661,9.6,0.04918885,2.630449002,0.748097172,0.546342823,1.294439995,322.2,22.09904994,882.4458054,16.64644486,0.41678113,-0.185264795,0.33843115,0.459976826
spin.us,Control,5,10.06666667,3.331514144,2.056557585,5.550866455,0.721958554,1.168331291,13.8,0.006497751,2.734161031,0.53487424,1.144296823,1.679171063,320.6,20.68762008,882.4458054,16.64644486,0.18421906,0.405625615,0.63652679,0.728951564
temple.us,Fertilized,5,10.53333333,3.396890153,2.1276298,5.723574171,0.754484376,1.380738794,19,0.06334887,0.898546794,0.089814037,0.373114439,0.462928476,648.4,247.7975609,751.5573512,29.10733362,-0.099752518,-0.316993377,-0.447643105,-0.492787567
temple.us,Control,5,11.86666667,3.568842835,2.483388477,7.14650164,0.786142936,1.311714759,20.2,0.09835218,0.814623647,0.13124449,0.551060641,0.682305131,640.6,257.0908208,751.5573512,29.10733362,-0.126095053,-0.166857613,-0.306170692,-0.297610701
trel.us,Fertilized,5,4.266666667,2.093109404,1.198832246,2.771613517,0.704811952,1.017492411,6,1.203752377,1.139388888,0.098889223,1.162627709,1.261516931,412.4,39.60092542,1026.588482,25.24320349,-0.160687416,0.424126229,0.315974447,0.523704593
trel.us,Control,5,5.066666667,2.341036918,1.570588511,3.466868361,0.783749492,1.079719389,7.6,0.959629511,0.939306041,0.047408135,0.942152606,0.989560741,417.4,62.49643051,1026.588482,25.24320349,-0.315401961,0.153040939,-0.13793569,0.222874813
ukul.za,Fertilized,5,13.26666667,3.729734025,2.200041001,6.498966296,0.71605571,1.741320998,26.6,-0.077766463,1.57046331,0.060188557,0.371065269,0.431253825,466.2,104.7857595,347.2977397,65.26595269,-0.044233163,-0.306540703,-0.413403456,-0.589330984
ukul.za,Control,5,16.06666667,4.005998741,2.047289902,6.609566384,0.670664071,1.755366704,30.8,0.445576215,1.445699294,0.229912781,1.228458416,1.458371197,519.6,78.39685217,347.2977397,65.26595269,0.010767654,0.461990938,0.442976389,0.381504717
valm.ch,Fertilized,5,23.46666667,4.552541023,3.090567856,12.5428915,0.794784457,1.484578937,41.6,0.437357099,1.654806227,0.234841749,0.967044831,1.20188658,346.6,42.77731985,639.1732359,25.91755635,0.024741235,0.26208753,0.276609995,0.052349993
valm.ch,Control,5,27.13333333,4.761994389,3.16709527,14.64432026,0.81599465,2.157404882,51,0.725238505,1.909574886,0.787717004,1.176245229,1.963962233,331,23.7434092,639.1732359,25.91755635,0.530073375,0.466060318,0.99124036,0.781811086
yarra.au,Fertilized,5,4.466666667,2.159198595,0.89174828,2.287475298,0.516844086,0.959334185,6,0.208053415,0.97253824,0.00936479,0.009357654,0.018722444,266.4,81.81063801,465.034015,33.15991489,-0.139614276,-0.711726325,-0.905036142,-0.764572489
yarra.au,Control,5,5.2,2.378511623,1.169155921,2.808670137,0.622862408,1.085676783,8.4,0.516392551,1.241523701,0.021699797,0.083634378,0.105334175,288.8,49.79019889,465.034015,33.15991489,-0.213238347,-0.644431344,-0.881958656,-0.696959061
bogong.au,Control,6,18.11111111,4.178803153,1.826400315,6.058093711,0.616599398,1.047132161,22.5,0.969786391,1.074805438,0.368564677,1.170323401,1.538888078,285.3366667,36.93198364,489.9922677,26.48821526,0.110317672,0.448491157,0.554433961,0.42217612
bogong.au,Fertilized,6,17.61111111,4.138414029,2.143339956,7.133262089,0.675714587,1.469003188,25,0.935102117,1.077314205,0.022973138,1.278778231,1.301751369,294.6666667,39.38671009,489.9922677,26.48821526,-0.178841862,0.547028683,0.360561992,0.202755058
burrawan.au,Control,6,8.777777778,3.133855747,1.272483618,3.377318477,0.551327411,1.023930057,14.16666667,0.524255433,0.687322775,0.261583876,0.581669486,0.843253362,292,86.93629371,497.4823015,41.48761273,0.054017258,-0.143609519,-0.132797903,-0.103417197
burrawan.au,Fertilized,6,9,3.169925001,1.642453038,4.19018628,0.605438618,1.15932381,13.83333333,0.284098603,0.589614715,0.298725989,0.264975984,0.563701973,317.5,132.524098,497.4823015,41.48761273,0.195471512,-0.425246231,-0.327375498,-0.37946286
cbgb.us,Control,6,8.555555556,3.096861539,1.673049806,4.328147273,0.6577068,1.205095207,19.66666667,0.536033831,1.245183465,0.530525211,0.755454264,1.285979476,356.5,60.04636077,1122.075674,46.25499319,0.182861549,-0.08373692,0.088841084,0.364978437
